Title,Author,Original Price,Discounted Price,URL
Bengal Partition,সন্দীপ বন্দ্যোপাধ্যায়,৫৬৮.০০ টাকা,৫৩৯.৬০ টাকা,https://www.prothoma.com/product/8724/bengal-partition
অন্তরঙ্গ চারু মজুমদার,Amit Roy,৯৫.০০ টাকা,৯০.২৫ টাকা,https://www.prothoma.com/product/7866/%E0%A6%85%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%99%E0%A7%8D%E0%A6%97-%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A7%81-%E0%A6%AE%E0%A6%9C%E0%A7%81%E0%A6%AE%E0%A6%A6%E0%A6%BE%E0%A6%B0
অগ্নিযুগের ফাঁসি,Home,৭৬০.০০ টাকা,৭২২.০০ টাকা,https://www.prothoma.com/product/7087/%E0%A6%85%E0%A6%97%E0%A7%8D%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A7%81%E0%A6%97%E0%A7%87%E0%A6%B0-%E0%A6%AB%E0%A6%BE%E0%A6%81%E0%A6%B8%E0%A6%BF
ভারতীয় সমাজ পদ্ধতি,ভূপেন্দ্রনাথ দত্ত,"১,৩৩০.০০ টাকা","১,২৬৩.৫০ টাকা",https://www.prothoma.com/product/7074/%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%9C-%E0%A6%AA%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A6%A4%E0%A6%BF
আন্দামানে দশ বৎসর,Uma Swaminathan,২৮৫.০০ টাকা,২৭০.৭৫ টাকা,https://www.prothoma.com/product/6966/%E0%A6%86%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A6%A6%E0%A6%B6-%E0%A6%AC%E0%A7%8E%E0%A6%B8%E0%A6%B0
বেঁচে থাকি বিদ্রোহে,টেস্ট বাই আইটি,৩৩২.০০ টাকা,৩১৫.৪০ টাকা,https://www.prothoma.com/product/6956/%E0%A6%AC%E0%A7%87%E0%A6%81%E0%A6%9A%E0%A7%87-%E0%A6%A5%E0%A6%BE%E0%A6%95%E0%A6%BF-%E0%A6%AC%E0%A6%BF%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A7%8B%E0%A6%B9%E0%A7%87-1
বাঘা যতীন,সোনালী দত্ত,১৯০.০০ টাকা,১৮০.৫০ টাকা,https://www.prothoma.com/product/6937/%E0%A6%AC%E0%A6%BE%E0%A6%98%E0%A6%BE-%E0%A6%AF%E0%A6%A4%E0%A7%80%E0%A6%A8
আমি সেই মেয়ে,অনন্ত সিংহ,১৯০.০০ টাকা,১৮০.৫০ টাকা,https://www.prothoma.com/product/6940/%E0%A6%86%E0%A6%AE%E0%A6%BF-%E0%A6%B8%E0%A7%87%E0%A6%87-%E0%A6%AE%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A7%87
আমার জীবন - চার্লি চ্যাপলিন,চার্লি চ্যাপলিন,৯৫০.০০ টাকা,৯০২.৫০ টাকা,https://www.prothoma.com/product/6879/%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8---%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B2%E0%A6%BF-%E0%A6%9A%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%B2%E0%A6%BF%E0%A6%A8
ভারতের সশস্ত্র স্বাধীনতা সংগ্রাম,বিশ্বনাথ বন্দ্যোপাধ্যায়,১৯০.০০ টাকা,১৮০.৫০ টাকা,https://www.prothoma.com/product/6882/%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%B6%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%A7%E0%A7%80%E0%A6%A8%E0%A6%A4%E0%A6%BE-%E0%A6%B8%E0%A6%82%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE
সোভিয়েত ইউনিয়নে রবীন্দ্রনাথ,শুভোময় ঘোষ,২৮৫.০০ টাকা,২৭০.৭৫ টাকা,https://www.prothoma.com/product/6860/%E0%A6%B8%E0%A7%8B%E0%A6%AD%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%A4-%E0%A6%87%E0%A6%89%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%A8%E0%A7%87-%E0%A6%B0%E0%A6%AC%E0%A7%80%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%A8%E0%A6%BE%E0%A6%A5
রুশ বিপ্লব প্রবাসী ভারতীয় বিপ্লবী,চিনমোহন শেহনাবিশ,৬৬৫.০০ টাকা,৬৩১.৭৫ টাকা,https://www.prothoma.com/product/6852/%E0%A6%B0%E0%A7%81%E0%A6%B6-%E0%A6%AC%E0%A6%BF%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%AC-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A7%80-%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC-%E0%A6%AC%E0%A6%BF%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%AC%E0%A7%80
