Title,Author,Original Price,Discounted Price,URL,Image,Summary,Book_Title,Book_Author,Translator,Editor,Publisher,ISBN,Edition,Number Of Pages,Country,Language
তিন অপরূপা,আনিসুল হক,650.00,520.00,https://www.prothoma.com/product/9998/%E0%A6%A4%E0%A6%BF%E0%A6%A8-%E0%A6%85%E0%A6%AA%E0%A6%B0%E0%A7%82%E0%A6%AA%E0%A6%BE,https://image.prothoma.com/productThumbs/2021/02/602255c94aa88_1612862921.jpg, , , , , , , , , , , 
নন্দিত স্বরাষ্ট্র মন্ত্রী বীর মুক্তিযোদ্ধা আসাদুজ্জামান খান,হাবিবুর রহমান,"1,300.00","1,040.00",https://www.prothoma.com/product/9638/%E0%A6%A8%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%A4-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0-%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80-%E0%A6%AC%E0%A7%80%E0%A6%B0-%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%8B%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A6%BE-%E0%A6%86%E0%A6%B8%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%9C%E0%A7%8D%E0%A6%9C%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A6%96%E0%A6%BE%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/60225450dfdfb_1612862544.jpg, , , , , , , , , , , 
ভাঙাবাড়ির রহস্য,ইকবাল খন্দকার,184.00,147.20,https://www.prothoma.com/product/9640/%E0%A6%AD%E0%A6%BE%E0%A6%99%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%A1%E0%A6%BC%E0%A6%BF%E0%A6%B0-%E0%A6%B0%E0%A6%B9%E0%A6%B8%E0%A7%8D%E0%A6%AF,https://image.prothoma.com/productThumbs/2021/02/6022545174da2_1612862545.jpg, , , , , , , , , , , 
বিরুদ্ধ স্রোতের মোহাম্মদ নাসিরউদ্দীন,মুহাম্মদ ফরিদ হাসান,450.00,360.00,https://www.prothoma.com/product/9634/%E0%A6%AC%E0%A6%BF%E0%A6%B0%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7-%E0%A6%B8%E0%A7%8D%E0%A6%B0%E0%A7%8B%E0%A6%A4%E0%A7%87%E0%A6%B0-%E0%A6%AE%E0%A7%8B%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AE%E0%A6%A6-%E0%A6%A8%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%B0%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A7%80%E0%A6%A8,https://image.prothoma.com/productThumbs/2021/02/6022544fc2c67_1612862543.jpg, , , , , , , , , , , 
মুক্তিযুদ্ধের চেতনায় শত্রু মিত্রু,মিনার মনসুর,450.00,360.00,https://www.prothoma.com/product/9636/%E0%A6%AE%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A7%E0%A7%87%E0%A6%B0-%E0%A6%9A%E0%A7%87%E0%A6%A4%E0%A6%A8%E0%A6%BE%E0%A6%AF%E0%A6%BC-%E0%A6%B6%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%81-%E0%A6%AE%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%81,https://image.prothoma.com/productThumbs/2021/02/60225450636f1_1612862544.jpg, , , , , , , , , , , 
শেখ মুজিবর রহমান কিশোর জীবনী,ইশতিয়াক আলম,200.00,160.00,https://www.prothoma.com/product/9632/%E0%A6%B6%E0%A7%87%E0%A6%96-%E0%A6%AE%E0%A7%81%E0%A6%9C%E0%A6%BF%E0%A6%AC%E0%A6%B0-%E0%A6%B0%E0%A6%B9%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A6%95%E0%A6%BF%E0%A6%B6%E0%A7%8B%E0%A6%B0-%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A6%A8%E0%A7%80,https://image.prothoma.com/productThumbs/2021/02/6022544f1d978_1612862543.jpg, , , , , , , , , , , 
উপন্যাস ত্রয়ী,সৈয়দ মনজুরুল ইসলাম,830.00,664.00,https://www.prothoma.com/product/9627/%E0%A6%89%E0%A6%AA%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B8-%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%AF%E0%A6%BC%E0%A7%80,https://image.prothoma.com/productThumbs/2021/02/6022544ded947_1612862541.jpg, , , , , , , , , , , 
ক্রীড়াঙ্গনে বঙ্গবন্ধু,শেখ মনিরুল ইসলাম আলমগীর,650.00,520.00,https://www.prothoma.com/product/9629/%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A1%E0%A6%BC%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%A8%E0%A7%87-%E0%A6%AC%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A7%81,https://image.prothoma.com/productThumbs/2021/02/6022544e87af8_1612862542.jpg, , , , , , , , , , , 
বানিয়াশান্তার মেয়ে,স্বকৃত নোমান,300.00,240.00,https://www.prothoma.com/product/9623/%E0%A6%AC%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B6%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%B0-%E0%A6%AE%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A7%87,https://image.prothoma.com/productThumbs/2021/02/6022544cdaf2a_1612862540.jpg, , , , , , , , , , , 
বজলু জানে লাশের পরিচয়,হাবিবুল্লাহ ফাহাদ,250.00,200.00,https://www.prothoma.com/product/9625/%E0%A6%AC%E0%A6%9C%E0%A6%B2%E0%A7%81-%E0%A6%9C%E0%A6%BE%E0%A6%A8%E0%A7%87-%E0%A6%B2%E0%A6%BE%E0%A6%B6%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%9A%E0%A6%AF%E0%A6%BC,https://image.prothoma.com/productThumbs/2021/02/6022544d6dfd3_1612862541.jpg, , , , , , , , , , , 
